case,cvar,value,runs,rounds,mean_avg_fps,delta_vs_three_baseline_mean_pct,mean_1pct_low_fps,mean_01pct_low_fps,mean_p99_ms,run_cv_pct,variance_flag,run_avg_fps,quality_notes
tf100-071-lb-sun-csm-size-cull-threshold-texels,lb_sun_csm_size_cull_threshold_texels,30,3,1+2+3,279.8237883673023,2.0737345745179825,145.20218659668538,115.25960103063387,6.337950133333333,0.6,False,278.2/279.1/282.1,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | lb_sun_csm_size_cull_threshold_texels: no readback; this game build may ignore or reject the setting."
tf100-072-sc-instanced-mesh-lod-bias-shadow,sc_instanced_mesh_lod_bias_shadow,10,3,1+2+3,274.56114387956916,0.15403439557601928,142.72716239640647,114.17068265900566,6.417015166666668,1.44,True,269.3/275.7/278.7,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | sc_instanced_mesh_lod_bias_shadow: no readback; this game build may ignore or reject the setting."
tf100-073-sc-instanced-mesh-size-cull-bias-shadow,sc_instanced_mesh_size_cull_bias_shadow,10,3,1+2+3,274.6525071577994,0.18736176586982012,142.48076510649676,112.98252571366244,6.470536833333331,0.4,False,273.1/275.4/275.5,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | sc_instanced_mesh_size_cull_bias_shadow: no readback; this game build may ignore or reject the setting."
tf100-074-r-size-cull-threshold-shadow,r_size_cull_threshold_shadow,1,3,1+2+3,277.29757244221895,1.1522250226695618,143.4883768486474,115.12709631186925,6.408777333333333,0.26,False,276.3/277.7/278.0,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review."
tf100-075-sc-disable-spotlight-shadows,sc_disable_spotlight_shadows,1,3,1+2+3,274.2431575708138,0.038039789586274964,143.65955017342557,112.08019775434673,6.3881000666666665,0.45,False,272.9/273.9/275.9,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | sc_disable_spotlight_shadows: requested 1, read back 0."
tf100-076-r-particle-cables-cast-shadows,r_particle_cables_cast_shadows,0,3,1+2+3,275.52291670518764,0.5048685569458256,143.02933647264862,113.73047598808546,6.412937833333333,1.21,True,272.4/274.1/280.1,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_particle_cables_cast_shadows: no readback; this game build may ignore or reject the setting."
tf100-077-r-citadel-distancefield-shadows,r_citadel_distancefield_shadows,0,3,1+2+3,274.9765236162381,0.30555604152247007,141.31216642406125,113.34266812394772,6.4748449,0.86,False,272.5/274.3/278.2,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_citadel_distancefield_shadows: no readback; this game build may ignore or reject the setting."
tf100-078-r-citadel-depth-prepass-dynamic-objects,r_citadel_depth_prepass_dynamic_objects,0,3,1+2+3,275.504435678344,0.4981270735297638,142.91627505170752,114.54443603367436,6.429931566666667,0.92,False,272.4/275.6/278.6,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_citadel_depth_prepass_dynamic_objects: no readback; this game build may ignore or reject the setting."
tf100-079-r-enable-volume-fog,r_enable_volume_fog,0,3,1+2+3,277.45769955878467,1.210635970823315,144.11063714867075,115.26776130865302,6.375432966666668,0.26,False,276.6/277.4/278.4,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_enable_volume_fog: no readback; this game build may ignore or reject the setting."
tf100-080-r-enable-cubemap-fog,r_enable_cubemap_fog,0,3,1+2+3,277.4366069952686,1.2029418546711579,143.2309925474508,116.09872250684924,6.369878566666667,0.36,False,276.6/276.9/278.8,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_enable_cubemap_fog: no readback; this game build may ignore or reject the setting."
tf100-081-r-enable-gradient-fog,r_enable_gradient_fog,0,3,1+2+3,275.2102804829068,0.3908255481020362,142.7086009724574,114.46503505713622,6.463956,0.71,False,272.8/275.3/277.6,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_enable_gradient_fog: no readback; this game build may ignore or reject the setting."
tf100-082-lb-enable-fog-mixed-shadows,lb_enable_fog_mixed_shadows,0,3,1+2+3,275.5486970679546,0.514272682026351,142.09330915651762,112.66873008031423,6.373225266666668,0.33,False,274.3/276.1/276.3,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | lb_enable_fog_mixed_shadows: no readback; this game build may ignore or reject the setting."
tf100-083-r-citadel-screenspace-particles-full-res,r_citadel_screenspace_particles_full_res,0,3,1+2+3,272.67503508936403,-0.5339777607648588,142.18273029870747,113.85300733233915,6.509661933333336,0.21,False,272.2/272.3/273.5,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_citadel_screenspace_particles_full_res: no readback; this game build may ignore or reject the setting."
tf100-084-r-drawdecals,r_drawdecals,0,3,1+2+3,279.2421227360239,1.8615553898794657,144.46050519183748,116.42744672817378,6.392963233333334,0.59,False,277.0/279.8/280.9,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review."
tf100-085-r-render-hair,r_render_hair,0,3,1+2+3,277.11531408357183,1.085741070632884,141.92009277662842,114.01060290596932,6.470150233333328,0.57,False,275.0/277.7/278.7,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_render_hair: no readback; this game build may ignore or reject the setting."
tf100-086-r-texture-stream-max-resolution,r_texture_stream_max_resolution,512,3,1+2+3,275.1930633173344,0.38454509425280836,142.8476307067787,114.06987113123581,6.480636666666666,0.24,False,274.6/274.8/276.1,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_texture_stream_max_resolution: no readback; this game build may ignore or reject the setting."
tf100-087-r-texturefilteringquality,r_texturefilteringquality,0,3,1+2+3,275.2767194010264,0.415061044780618,142.35375025205568,114.10204831691846,6.4705384000000015,0.78,False,272.3/276.6/277.0,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_texturefilteringquality: no readback; this game build may ignore or reject the setting."
tf100-088-r-async-compute-fog,r_async_compute_fog,1,3,1+2+3,277.39453226607344,1.1875938931371621,145.1984745125009,115.61909588278566,6.380006933333331,0.84,False,275.2/276.4/280.6,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_async_compute_fog: no readback; this game build may ignore or reject the setting."
tf100-089-lb-max-visible-envmaps-override,lb_max_visible_envmaps_override,4,3,1+2+3,276.4670001384515,0.8492500062337927,144.61852824455033,113.574975962421,6.3980729,0.65,False,274.1/276.9/278.4,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | lb_max_visible_envmaps_override: no readback; this game build may ignore or reject the setting."
tf100-090-r-distancefield-enable,r_distancefield_enable,0,3,1+2+3,273.84847229144106,-0.1059329608443682,144.49080192488455,114.61945336992649,6.348090066666667,0.13,False,273.4/273.9/274.3,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_distancefield_enable: no readback; this game build may ignore or reject the setting."
tf100-091-citadel-unit-status-old-update-rate,citadel_unit_status_old_update_rate,15,3,1+2+3,279.4223640462474,1.927303565781413,143.50314894344376,112.52292868275968,6.385828733333334,0.81,False,276.3/280.3/281.7,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | citadel_unit_status_old_update_rate: no readback; this game build may ignore or reject the setting."
tf100-092-citadel-portrait-world-renderer-off,citadel_portrait_world_renderer_off,1,3,1+2+3,274.8857101406384,0.27242922747194864,142.7194429777854,112.84106712913558,6.4323896000000005,0.63,False,272.7/275.1/276.9,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | citadel_portrait_world_renderer_off: no readback; this game build may ignore or reject the setting."
tf100-093-citadel-damage-text-lifetime,citadel_damage_text_lifetime,0.5,3,1+2+3,278.43085469287763,1.5656221549387617,144.3080916510347,115.27511549260201,6.332811466666673,0.5,False,276.5/279.0/279.8,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | citadel_damage_text_lifetime: no readback; this game build may ignore or reject the setting."
tf100-094-citadel-in-world-item-panel-dpi,citadel_in_world_item_panel_dpi,0.25,3,1+2+3,276.9518420715733,1.026109976148537,144.65431512312887,114.83654219407055,6.39762783333333,0.44,False,276.0/276.2/278.7,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | citadel_in_world_item_panel_dpi: no readback; this game build may ignore or reject the setting."
tf100-095-citadel-minimap-use-canvas-for-neutrals,citadel_minimap_use_canvas_for_neutrals,0,3,1+2+3,276.79637402340813,0.969398556523271,142.82204092831128,114.9415211922243,6.4167472000000005,0.68,False,274.7/276.4/279.2,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | citadel_minimap_use_canvas_for_neutrals: no readback; this game build may ignore or reject the setting."
tf100-096-citadel-minimap-use-canvas-for-shop,citadel_minimap_use_canvas_for_shop,0,3,1+2+3,276.0069304134882,0.681426408155561,142.41171639824813,112.27518192957372,6.429049399999999,0.74,False,273.1/277.4/277.5,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | citadel_minimap_use_canvas_for_shop: no readback; this game build may ignore or reject the setting."
tf100-097-citadel-visibility-queue-rate,citadel_visibility_queue_rate,4,3,1+2+3,277.1681889192948,1.10502868009148,144.37988599543766,117.36813079864676,6.395813666666669,1.02,True,273.7/277.1/280.7,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | citadel_visibility_queue_rate: no readback; this game build may ignore or reject the setting."
tf100-098-r-texture-budget-update-period,r_texture_budget_update_period,0.5,3,1+2+3,274.92584259043343,0.2870686870122041,141.96786591851023,112.38581760382799,6.430090233333334,0.66,False,273.6/273.7/277.5,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | r_texture_budget_update_period: no readback; this game build may ignore or reject the setting."
tf100-099-snd-mixahead,snd_mixahead,0.05,3,1+2+3,276.95488787497123,1.0272210201002219,145.61092136745995,115.21978713784965,6.335483766666667,1.25,True,272.8/276.8/281.3,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | snd_mixahead: requested 0.05, read back 0.001000."
tf100-100-snd-steamaudio-reverb-order-rendering,snd_steamaudio_reverb_order_rendering,0,3,1+2+3,275.8913212705219,0.6392546648510411,144.0783254117844,114.49541551598054,6.361350066666666,0.27,False,274.8/276.3/276.5,"Replay progression and camera require operator review; demo_info describes the file, not current playback state. | Whole GameInfo swap: file application verified, individual cvar effects and replay fidelity require review. | snd_steamaudio_reverb_order_rendering: no readback; this game build may ignore or reject the setting."
